text,label,technique
"Person1: What was the name of that kid at Anzio, the one who got his face burned off?
Person2: Vecchio.
Person1: Yeah, Vecchio, I couldn't remember his name, he was a good kid, remember how he used to walk on his hands and sing that song about the man on flying trapeze?
Person2: Yeah.
Person1: You know why I'm such a good officer? Because of my mother.  Have I ever told you about her?
Person2: Bits and pieces.
Person1: She's the best poker player you ever saw.  My father used to go to these Saturday night games and lose his shirt.  Finally, my mother gave him an ultimatum, either she gets a regular seat at the table or she locks him in every Saturday night. He squawked and so did his buddies but after a while they gave in and from the first night she sat down, she never lost.  She could read those cocky bastards like they were playing open hands.  And he bluffs?  He had sixteen levels of bullshit.  Her eyes, the tone of her voice, her bets, her jokes, the way she sipped her coffee, she was a master.  She won more money on shit hands than anyone in the history of the game. Every Saturday night, my father would lose two, three hundred bucks and she'd win it all back and then some. And I'd stand there, glued to her shoulder, from the time I was five years old, watching every hand, every move, studying how she did it.  That's why I'm such a good officer, I can look at a man's face and tell you exactly what he's holding, and if it's a shit hand, I know just what cards to deal him.
Person2: And what about your own hand?
Person1: No problem.  A pair of deuces?  Less? So what?  I bluff.  It used to tear me apart when I'd get one of my men killed, but what was I supposed to do?  Break down in front of the ones who were standing there waiting for me to tell them what to do?  Of course not, so I bluffed, and after a while, I started to fall for my own bluff. It was great, it made everything so much easier.  Sarge Is that why your hand's been shaking?
Person1: It could be worse.  You know the first thing they teach you at O.C.S.? Lie to your men.
Person2: Oh, yeah?
Person1: Not in so many words, but they tell you you can have all the firepower in the world and if your men don't have good morale, it's not worth a damn.  So if you're scared or empty or half-a-step from a Section Eight, do you tell your men?  Of course not.  You bluff, you lie.
Person2: And how do you bluff yourself?
Person1: Simple, numbers.  Every time you kill one of your men, you tell yourself you just saved the lives of two, three, ten, a hundred others. We lost, what, thirty-one on the cliffs?  I'll bet we saved ten times that number by putting out those guns.  That's over three hundred men.  Maybe five hundred.  A thousand. Then thousand.  Any number you want. See?  It's simple.  It lets you always choose mission over men.
Person2: Except this time, the mission IS a man.
Person1: That's the rub.  I liked Wade.  Who's Ryan?  If they're both standing in front of me and I have to shoot one or the other, how do I choose?  Look at my hand, there it goes again.
Person2: John, I've got to tell you, I think you're about used up.
Person1: I think you're right, Keith.
Person2: You want me to take over?",1,
"Person1: Mrs. Kramer, do you love your child?
Person2: Yes.  Very much.
Person1: And yet you chose to leave him?",1,
"Person1: She may not make it through the program, but she's got more heart and more character than you'll ever have. I've seen your college record. I've never heard of most of those schools. Tell me something, Mayo. Did you buy that degree?
Person2: No, sir! It was the hardest thing I ever did, sir! Until this.
Person1: That's a lie, Mayo. You've gone through a lot worse, haven't you?",1,"shaming or belittlement,accusation"
"Person1: You please excuse...  I have been making examination of this young man to find if he will be soldier in our army.
Person2: Yes, I know. Hi, Ho-Jon. How did it go?
Person1: I don't liking it at all, what I hear when I listen to the heart. And such a blood pressure for so young a boys. Is frightening.
Person2: I'm sorry to hear that. You think he's unfit for military service?
Person1: At first is no doubt. But then I am seeing on his paper he work in American hospital. And I think there are so many drugs in such a places, he could take some by mistake.
Person2: Why would he do that?
Person1: Who is knowing? But the drug I have find in his urine is solving all mysteries. By tomorrow will be gone his fast heart and high blood pressure. So I think maybe you will like to tell him goodbye. Okay?",1,rationalization
"Person1: I mean, do you realize what you've... well, of course you realize, that's why you're confessing, I mean... I mean... how could you do that?
Person2: I didn't know it would get sent.  I just wanted you to... get mad at Kimmy... and...",1,rationalization
"Person1: Shall we go on?
Person2: He did it to make you stay with him!
Person1: Perhaps. He knew me. He knew I would love her more than the waking world. But there was more to it than that. Perhaps in the end he did it -- to show me that he could. For he lavished affection on her, there was no doubt about that. Life was very different with madame Claudia, as you can imagine...",0,
"Person1: They're coming.  Any minute.
Person2: Who?
Person1: They're going to stop me talking to you.
Person2: There's no one here.
Person1: Just listen.  You remember when you were a little boy, you stood up in class and said you wanted to be an explorer like Magellan--
Person2: --How do you know about that?
Person1: --And your teacher said, ""You're too late, Truman.  There's nothing left to explore.""
Person2: Were you there--how do you know?
Person1: --It doesn't matter.  Everybody knows about it.  They know everything you do. The point is, you got scared.
Person2: I don't understand.
Person1: You must listen.  Everybody's pretending, Truman.",1,persuasion or seduction
"Person1: I'll have lunch ready by one.
Person2: I'll be back.
Person1: At one. Promise?
Person2: Sure.",0,
"Person1: I hope you're still alive, Jean Luc.
Person2: I am.
Person1: Don't you think it's time to surrender? I'll have my cloak back in a matter of minutes and your poor ship is shot to pieces. Why should the rest of your crew have to die?",1,
"Person1: Welcome brother, have you decided to get down with us?
Person2: I'm down.
Person1: Yeah... You were a lot of help with those guns. Your soldier shit is bad- ass.
Person2: I'd hoped I was finished with all that. But...
Person1: You know, you're lucky to be back. Most niggers die on the front lines. Seems like that's what they're there for.
Person2: Don't I know it. Every brother I knew in 'Nam's dead. My company... a land mine. Twenty of my friends dead in less than a second.
Person1: Mind if I ask you something? Why'd you put up with shit like that for someone else's war?",0,
"Person1: CONTINUED
Person2: I'm sorry, Dr. Smyslov, but I'm really not at liberty to discuss this.",0,
"Person1: He's arrogant and threatening. Voice stress points suggest he's worrying.
Person2: Hiding something?
Person1: It was in his bag. Now it's not.
Person2: Destroy his credibility before he goes public. Neutralize him. I don't want anyone listening to a word he has to say. Tell me about Rachel Banks.",0,
"Person1: A murder.
Person2: You better have a warrant.  That's my notebook, you've got no right to be sticking your fingers into it.
Person1: I've got a morgue filling up with bodies.  That's my right.
Person2: What do you want from me?
Person1: Well, the man of the hour that we all would like to talk to about now has apparently skipped town.  And all of a sudden the Smithsonian's ambulence chaser is an expert on missing persons.",0,
"Person1: But Doug...There's something I want you to know.  You're the best assignment I ever hand.  Really.
Person2: I'm honored.
Person1: You sure you don't wanna...?  For old time's sake.  If you don't trust me, you can tie me up.
Person2: I didn't know you were so kinky.
Person1: It's time you found out.",1,persuasion or seduction
"Person1: Your sister said she didn't know where you were so you shouldn't write to her with return address if you're hiding.
Person2: Did you hurt her?
Person1: You know me...I never hurt anybody. Where's the money?",0,
"Person1: Are you in charge, Roper?
Person2: Yep.
Person1: I want a car. Like a four wheel drive. I want it in perfect condition. I want a uniformed cop to drive it up right here. I want him to leave the engine running and walk to the end of the street. Then we'll come out. I don't want any remote control devices in it. I know all the tricks. If it's not in perfect condition, and I mean if its even low on wiper fluid, I'm going to kill somebody and we're gonna start again.",1,intimidation
